Aggregate Recent Diagnosis,Aggregate Recent Diagnosis,Aggregate Recent Diagnosis,Aggregate Recent Fatalities,Aggregate Recent Fatalities,Aggregate Recent Fatalities
sum,mean,std,sum,mean,std
231053.0,1161.070351758794,1977.3967620641022,7998.0,40.19095477386934,94.05523693308281
327824.0,2521.723076923077,2813.4410942716027,3605.0,27.73076923076923,30.524304323644415
266810.0,2403.6936936936936,2453.310960510279,6881.0,61.990990990990994,50.26321544818663
5772.0,524.7272727272727,632.8151532492077,34.0,3.090909090909091,1.9725387425622571
34226.0,561.0819672131148,748.4561509107034,159.0,2.6065573770491803,2.4377495668791886
101379.0,921.6272727272727,1442.6527544393962,1937.0,17.60909090909091,19.0109072770409
818.0,74.36363636363636,44.34472398667676,12.0,1.0909090909090908,0.30151134457776363
6711.0,145.8913043478261,181.15422873720604,146.0,3.1739130434782608,3.5919932431641906
10100593.0,54894.52717391304,103396.64398301368,130667.0,710.1467391304348,1014.4706742147689
447858.0,2834.5443037974683,3866.4808792679178,8777.0,55.550632911392405,72.29835101927584
29022.0,318.9230769230769,534.190420288688,292.0,3.208791208791209,4.990026683332094
11633836.0,64275.33701657459,110810.96588546249,24892.0,137.52486187845304,178.22172735296687
6080700.0,35352.90697674418,56080.91232440405,22534.0,131.01162790697674,173.61424566189731
833342.0,4604.099447513812,7830.60176636436,10353.0,57.19889502762431,75.94774664856409
32148.0,338.4,418.2262545560716,849.0,8.936842105263159,11.212465067965029
670235.0,5728.504273504273,8014.934951038475,1536.0,13.128205128205128,23.860419708111063
2043386.0,11743.597701149425,19284.754816546927,29499.0,169.5344827586207,310.35418227767667
103575.0,1204.360465116279,1146.3364244182494,593.0,6.895348837209302,7.506905165978765
993943.0,8874.49107142857,8085.426971733459,7118.0,63.55357142857143,30.269015848939013
4801516.0,27754.42774566474,46873.52999173133,34339.0,198.49132947976878,319.05869217479716
60094.0,690.735632183908,998.3338265815595,688.0,7.908045977011494,7.922050744463931
22839.0,466.1020408163265,812.482031721778,163.0,3.326530612244898,2.5280736663683347
11458.0,194.20338983050848,228.71174295960688,165.0,2.7966101694915255,3.703584754675829
46419.0,3570.6923076923076,3714.2328141132857,21.0,1.6153846153846154,0.9607689228305228
1197820.0,7303.780487804878,11073.154382381683,22387.0,136.5060975609756,206.84502651324863
403486.0,2079.824742268041,3093.6577074033835,16396.0,84.51546391752578,120.21204179610649
324854.0,2824.817391304348,4868.230228130224,2800.0,24.347826086956523,39.61659307647532
37511837.0,227344.46666666667,203906.68053286854,702116.0,4255.248484848485,4618.809174222158
4980.0,292.94117647058823,335.96939417680505,64.0,3.764705882352941,3.783672352435955
258889.0,4109.349206349207,5844.1582802932635,178.0,2.8253968253968256,2.5307125258268384
1331187.0,6279.183962264151,10149.185107209598,38707.0,182.58018867924528,276.71423174666864
19369.0,239.12345679012347,341.9238359165696,400.0,4.938271604938271,5.464306175106647
5403.0,600.3333333333334,550.3496615788912,14.0,1.5555555555555556,0.726483157256779
58490.0,615.6842105263158,955.5129319093031,417.0,4.389473684210526,3.7196852327425627
131984.0,2538.153846153846,2035.6361185732135,3056.0,58.76923076923077,58.70117591921512
120223.0,1045.4173913043478,1376.267301037635,1974.0,17.16521739130435,23.478220753136906
4818966.0,21043.51965065502,34580.36696488554,55282.0,241.4061135371179,258.2978291797126
13808.0,600.3478260869565,653.3523070703509,36.0,1.565217391304348,0.787752092782872
12036.0,354.0,315.73166589445043,113.0,3.323529411764706,4.422535870901644
6135.0,115.75471698113208,123.22304755392172,194.0,3.660377358490566,4.358649209535586
5401026.0,23381.064935064936,36171.12699125513,62742.0,271.61038961038963,849.0478424965864
96052137.0,480260.685,3467032.6959299934,122326.0,611.63,3720.7287532655323
6365798.0,39053.975460122696,50687.818174422784,142727.0,875.6257668711656,1105.6413036868648
5530.0,251.36363636363637,325.95567116879494,160.0,7.2727272727272725,8.92925538505881
21856.0,280.20512820512823,278.1220585532177,389.0,4.987179487179487,6.13589310118618
1059.0,529.5,720.541810029092,2.0,1.0,0.0
1213388.0,7490.049382716049,7151.587035615309,9374.0,57.864197530864196,55.3886893596461
1319890.0,6345.625,10434.214105701645,18755.0,90.16826923076923,122.21516447604954
1103091.0,10406.518867924528,17161.438363089408,8530.0,80.47169811320755,160.7577418736872
688295.0,4025.1169590643276,5865.283744031896,1481.0,8.660818713450292,7.962532661445661
4763345.0,22258.6214953271,40567.62468963825,43525.0,203.38785046728972,360.72225935793955
82619.0,744.3153153153153,1042.7285097890751,835.0,7.5225225225225225,9.929613053750655
80414.0,670.1166666666667,875.7887219153795,1474.0,12.283333333333333,22.19099042454862
3433484.0,15059.140350877193,47416.15442212557,9808.0,43.01754385964912,54.82619433382392
11004.0,282.15384615384613,356.05126319715737,189.0,4.846153846153846,5.636060874958221
9961.0,368.9259259259259,207.91342982595978,74.0,2.740740740740741,1.788695110808491
598669.0,5393.414414414415,6327.598368860696,4384.0,39.4954954954955,37.78260154522157
1066383.0,5990.9157303370785,8189.569220728715,36052.0,202.53932584269663,737.2855245916769
515842.0,3393.6973684210525,3627.3353765950096,24830.0,163.35526315789474,157.52209591226418
201766.0,1903.4528301886792,2248.489177974425,4012.0,37.84905660377358,25.477830681680587
10910.0,247.95454545454547,257.10435439452556,183.0,4.159090909090909,7.2719377214124625
6403.0,173.05405405405406,141.32447809246673,103.0,2.7837837837837838,1.6009569210516137
605855.0,3462.0285714285715,7318.967765631394,2998.0,17.13142857142857,19.2685165673457
66157.0,648.5980392156863,1222.579396760086,1427.0,13.990196078431373,22.842766516763906
491921.0,4168.822033898305,4629.526529909325,7574.0,64.1864406779661,63.74320130028983
65170.0,1253.2692307692307,1876.1961948015007,883.0,16.98076923076923,21.364704615750025
1497889.0,8053.166666666667,13336.430611620131,11219.0,60.31720430107527,59.41372509310552
38997474.0,239248.30674846625,389873.36359739286,151365.0,928.6196319018405,1123.9833607165915
60176.0,1157.2307692307693,1755.942801509191,650.0,12.5,24.896255329100494
44572.0,578.8571428571429,543.6668076536961,307.0,3.987012987012987,3.6073518005577183
7660.0,147.30769230769232,199.95563610525318,372.0,7.153846153846154,16.658489698489795
1855532.0,10603.04,20638.483874737896,17150.0,98.0,135.86741339625374
38437742.0,214735.98882681565,328288.32670008106,174979.0,977.536312849162,1228.3639903445123
115473.0,1480.423076923077,1664.1325849341933,1462.0,18.743589743589745,36.78277261126955
5693380.0,24330.68376068376,37672.75178778915,39422.0,168.47008547008548,186.82642434940996
7576.0,757.6,1002.3841800649311,21.0,2.1,1.8529256146249728
15417.0,467.1818181818182,511.01874076113,238.0,7.212121212121212,13.164245078425441
44232.0,465.6,872.8859129469764,418.0,4.4,3.7598098639114648
1248800.0,7614.634146341464,7245.752248350135,20203.0,123.1890243902439,108.56179547648959
33507.0,356.4574468085106,345.99135003463226,468.0,4.9787234042553195,6.452437604576408
7082.0,110.65625,110.08715432610224,176.0,2.75,2.678544973414331
70682.0,570.016129032258,904.8081500271898,1302.0,10.5,10.311017077414414
29245.0,307.8421052631579,279.11441700986126,860.0,9.052631578947368,9.056992621259297
469177.0,3191.6802721088434,2589.50733661617,11114.0,75.60544217687075,79.6475590888383
2230017.0,10773.028985507246,18349.170763759386,49057.0,236.9903381642512,395.22731557188337
159517.0,3890.6585365853657,5721.475227639093,186.0,4.536585365853658,10.62802324276629
45041530.0,198420.8370044053,439557.70757643855,533636.0,2350.819383259912,4857.414492889073
6828590.0,35381.29533678757,65793.42514826574,162059.0,839.6839378238342,1872.2206619082262
7627863.0,36151.00947867298,55534.36786882864,146837.0,695.9099526066351,933.1385322792556
2463198.0,17225.16083916084,18142.884234907982,25375.0,177.44755244755245,188.77882872172069
1746221.0,7494.510729613734,17321.797809037293,9782.0,41.98283261802575,65.67592626082677
4838577.0,25874.74331550802,65037.70086326022,12707.0,67.95187165775401,86.81820602279049
26826483.0,113671.53813559322,194667.88655049607,197542.0,837.042372881356,1165.2390925804664
156064.0,891.7942857142857,1425.6997164818247,3615.0,20.65714285714286,23.176165493071395
31666650.0,191919.0909090909,331044.8011893154,74694.0,452.6909090909091,948.8662594225332
1738171.0,16397.83962264151,23139.950721903657,14122.0,133.22641509433961,151.69042930658657
1455236.0,10941.624060150376,15803.904907563048,19072.0,143.3984962406015,278.790921438467
330497.0,2824.7606837606836,3268.1369617650207,5689.0,48.623931623931625,49.49028579284376
1343.0,335.75,462.68158597463116,19.0,4.75,2.753785273643051
270158.0,2094.248062015504,3479.480052821757,3212.0,24.899224806201552,33.991461464894094
637053.0,5791.390909090909,7137.917866551938,2570.0,23.363636363636363,23.022417185811843
82857.0,2071.425,2931.0244895485494,1024.0,25.6,21.63781115997808
174380.0,4712.972972972973,3788.2888506443005,671.0,18.135135135135137,17.695200482620145
976962.0,5338.5901639344265,11657.040565627878,7475.0,40.84699453551912,51.8582024755436
1239400.0,7466.265060240964,10495.132317683323,10947.0,65.94578313253012,103.4238268089478
29372.0,419.6,588.6836063674587,709.0,10.128571428571428,14.793184318375566
4822.0,120.55,215.86878136782718,294.0,7.35,9.867195065546158
503918.0,4753.943396226415,4775.753447074261,6437.0,60.72641509433962,42.500987779864026
1369187.0,6778.153465346535,12441.81544203836,9815.0,48.58910891089109,70.39097974916798
371488.0,2772.2985074626868,3305.7989536953687,1000.0,7.462686567164179,6.7741844293594555
66009.0,554.6974789915967,801.3411803760445,1427.0,11.991596638655462,16.407674825881116
86573.0,787.0272727272727,1429.156320435312,2686.0,24.418181818181818,43.28556379858224
5251538.0,28386.691891891893,42939.02187426589,37327.0,201.76756756756757,451.14148102224254
165688.0,1820.7472527472528,3293.776281255998,316.0,3.4725274725274726,5.342368720043905
30200.0,282.2429906542056,525.3290584422318,743.0,6.94392523364486,7.403252441416433
113910.0,825.4347826086956,1215.7291762650989,885.0,6.413043478260869,6.558805593674361
14995.0,3748.75,4117.095851446746,17.0,4.25,3.593976442141304
60394.0,642.4893617021277,1015.2943187317904,997.0,10.606382978723405,17.460381011193633
258558.0,2810.413043478261,3769.9732011528163,1074.0,11.673913043478262,23.052309696037533
7621055.0,38296.75879396985,57384.77180897199,334673.0,1681.7738693467336,2155.183144885978
27676.0,1729.75,2193.824195326508,59.0,3.6875,4.672169374783695
9587.0,228.26190476190476,251.64881254402928,67.0,1.5952380952380953,1.1906039420420376
957765.0,12942.77027027027,15022.21087785783,2134.0,28.83783783783784,32.45735960489221
246396.0,1910.046511627907,2359.476222532188,2654.0,20.573643410852714,20.09344389105812
184.0,92.0,66.46803743153546,6.0,3.0,1.4142135623730951
1270489.0,8469.926666666666,13173.739103779606,16305.0,108.7,163.47759118237568
230174.0,1934.235294117647,3773.224455505546,2252.0,18.92436974789916,33.96837004912557
618838.0,6250.888888888889,8431.17616881353,19494.0,196.9090909090909,447.18183515436107
1565.0,1565.0,,1.0,1.0,
998995.0,8612.025862068966,12714.29091080359,12031.0,103.71551724137932,207.30866740975486
8571853.0,57917.92567567567,108670.85223094498,22986.0,155.3108108108108,217.9060788552242
51704.0,1914.962962962963,2568.442456513607,314.0,11.62962962962963,19.36322475556365
2247008.0,18418.09836065574,29160.938617122178,4287.0,35.13934426229508,38.34883720882464
14797.0,128.6695652173913,138.21136379886653,234.0,2.034782608695652,2.7077874530551616
6456.0,97.81818181818181,110.4729565363131,315.0,4.7727272727272725,7.6133394159814705
257118.0,2472.2884615384614,2620.6027605502195,3155.0,30.33653846153846,30.86601504873601
350216.0,1872.8128342245989,2492.2246641522092,9981.0,53.37433155080214,73.94991754782654
7708.0,367.04761904761904,292.3786032168695,39.0,1.8571428571428572,1.3147514702678331
1486826.0,8214.508287292818,23302.143361029826,5732.0,31.668508287292816,35.67866702302944
386391.0,3788.1470588235293,3923.6717533025794,4628.0,45.372549019607845,59.698569823595626
1578161.0,10663.25,11454.675000140489,30656.0,207.13513513513513,233.4146888874327
633.0,158.25,279.2530214697775,10.0,2.5,2.3804761428476167
1041190.0,5205.95,8573.195930914517,8753.0,43.765,62.36865414693908
28661.0,530.7592592592592,687.7063857678332,670.0,12.407407407407407,20.620120709086613
734173.0,4960.628378378378,6977.508676966901,19880.0,134.32432432432432,202.25333397742185
4526888.0,23825.726315789474,40182.29271428588,220893.0,1162.5947368421052,1625.1205894120233
4156980.0,22229.83957219251,35935.69830492093,66864.0,357.5614973262032,388.4835007275482
6690256.0,30136.288288288288,54668.715980092195,120775.0,544.0315315315315,930.7374412376595
5648825.0,26645.400943396227,57743.80896557396,27858.0,131.4056603773585,253.09870237352808
1242564.0,7485.325301204819,11271.217678949559,5938.0,35.7710843373494,30.638785204656642
358287.0,3655.9897959183672,4492.752751771969,690.0,7.040816326530612,9.546325862397058
33340243.0,187304.73595505618,412546.46162629506,35934.0,201.87640449438203,393.8561445552785
639241.0,3133.5343137254904,4324.176246482031,12256.0,60.07843137254902,80.36605737388673
3557506.0,15881.723214285714,28407.797300172893,68879.0,307.4955357142857,514.2602854932376
24302327.0,105204.87878787878,168653.87846915817,403258.0,1745.7056277056276,2258.118052506366
128173.0,1408.4945054945056,2108.3354169877784,1468.0,16.13186813186813,22.484171613336642
2362.0,112.47619047619048,99.16633453325733,46.0,2.1904761904761907,1.1670067531530235
25587.0,328.03846153846155,431.2483673541899,410.0,5.256410256410256,5.662443824292658
7394.0,171.95348837209303,182.7377712003072,124.0,2.883720930232558,3.0488819365667346
12496.0,1136.0,904.0183626453613,29.0,2.6363636363636362,1.8040358795061295
13365.0,238.66071428571428,265.0453324372139,126.0,2.25,2.3218331315814
4652.0,122.42105263157895,182.26853245468988,80.0,2.1052631578947367,1.6569179086192751
841077.0,5159.981595092025,7252.612735236419,9646.0,59.17791411042945,75.36806150079515
77556.0,861.7333333333333,1246.8426443522378,1969.0,21.877777777777776,28.99741475411166
2542785.0,15046.065088757396,20315.9556304955,18057.0,106.84615384615384,123.10346983620843
28265.0,601.3829787234042,514.4625542291467,172.0,3.6595744680851063,3.059387518589165
4645.0,136.61764705882354,128.90659402130942,125.0,3.676470588235294,3.354965458299305
2352709.0,22406.75238095238,26350.613079563525,2024.0,19.276190476190475,23.446131072547182
1873903.0,11154.184523809523,21663.595436335596,21229.0,126.36309523809524,189.21098148921124
1346778.0,6569.648780487805,12248.403206195098,9710.0,47.36585365853659,69.42104984545496
20256.0,1266.0,663.707967909582,149.0,9.3125,9.068029922020918
23199.0,317.7945205479452,305.3976441963326,1361.0,18.643835616438356,21.141303612053992
4044401.0,28683.695035460994,34576.21831650502,102509.0,727.0141843971631,874.9534680346932
13980196.0,79886.83428571429,145841.30478433237,121852.0,696.2971428571428,957.2216216936218
668149.0,4228.791139240507,7014.459401021821,16907.0,107.00632911392405,244.05339023362893
62931.0,487.83720930232556,631.4383232784108,5046.0,39.116279069767444,91.30919551746423
81901.0,706.0431034482758,1112.4855242223143,1405.0,12.112068965517242,15.019854426275469
2757850.0,11887.284482758621,31435.608659568006,27574.0,118.85344827586206,149.69005520992553
4446135.0,22569.213197969544,42996.2895108312,14170.0,71.92893401015229,138.3646654248966
56356.0,536.7238095238096,507.8245172232632,3163.0,30.123809523809523,23.34222619652041
14858.0,380.97435897435895,246.3451245262787,125.0,3.2051282051282053,4.0922229654456
4796704.0,23513.254901960783,42888.30241870563,34721.0,170.20098039215685,322.35892213313576
20727.0,545.4473684210526,522.3371437583626,138.0,3.6315789473684212,4.834677957533295
35922.0,394.74725274725273,569.9133968011981,290.0,3.1868131868131866,2.7524215112922255
3660.0,732.0,640.8662106867548,13.0,2.6,2.5099800796022262
190806.0,1382.6521739130435,1418.9243209202136,4390.0,31.81159420289855,40.91053988096923
1152628.0,7388.641025641025,11301.515189280237,29423.0,188.60897435897436,264.6460222263535
3522.0,125.78571428571429,218.79558481950207,39.0,1.3928571428571428,0.7859547491585427
2.0,2.0,,1.0,1.0,
17004671.0,122335.76258992805,142914.77480295542,101419.0,729.6330935251799,637.3911745009221
165467.0,1688.438775510204,2990.0028757919017,3632.0,37.06122448979592,112.35949451084488
5521352.0,31371.31818181818,44019.32961469032,109923.0,624.5625,952.6087828769406
989675.0,8387.07627118644,6278.291836060854,2349.0,19.906779661016948,21.057912530425952
24793255.0,128462.46113989638,201942.5895726096,232112.0,1202.6528497409327,1823.2494625852382
34203.0,950.0833333333334,3414.623303842294,846.0,23.5,91.28057217799885
13238.0,194.6764705882353,316.96976837700043,132.0,1.9411764705882353,1.4129713894831009
103436789.0,615695.1726190476,781765.4657325686,1127152.0,6709.238095238095,5464.948695310175
1039296.0,6113.505882352942,12619.19868527891,7682.0,45.188235294117646,96.54063670459672
155360.0,3107.2,2003.1188844664518,1016.0,20.32,13.114005599249333
5372.0,895.3333333333334,581.0558206116402,14.0,2.3333333333333335,1.8618986725025255
548842.0,3838.055944055944,3400.731331404691,5856.0,40.95104895104895,40.06004800390348
11592964.0,120760.04166666667,307450.85543094407,43206.0,450.0625,697.8130169171018
252.0,126.0,118.79393923933998,2.0,1.0,0.0
11864.0,115.18446601941747,149.9690652789549,2159.0,20.961165048543688,25.279194859548074
341994.0,2630.723076923077,4655.245435232606,4077.0,31.361538461538462,70.11209229503052
264772.0,1548.374269005848,3808.9180817151196,5735.0,33.538011695906434,78.98735948477031
699093.0,6298.135135135135,8036.247343908821,5708.0,51.42342342342342,50.10943470401005
